country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Austria,AT,2020-01,<15yr,,1283060,,TESSy COVID-19
Austria,,,AT,2020-02,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-03,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-04,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-05,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-06,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-07,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-08,<15yr,,1283060,,TESSy COVID-19
Austria,AT,2020-09,<15yr,0,1283060,,TESSy COVID-19
Austria,AT,2020-10,<15yr,7,1283060,0.545570744937883,TESSy COVID-19
Austria,AT,2020-11,<15yr,10,1283060,1.32495752342057,TESSy COVID-19
Austria,AT,2020-12,<15yr,58,1283060,5.29983009368229,TESSy COVID-19
Austria,AT,2020-13,<15yr,156,1283060,16.6788770595296,TESSy COVID-19
Austria,AT,2020-14,<15yr,104,1283060,20.2640562405499,TESSy COVID-19
Austria,AT,2020-15,<15yr,54,1283060,12.3143111000265,TESSy COVID-19
Austria,AT,2020-16,<15yr,14,1283060,5.29983009368229,TESSy COVID-19
Austria,AT,2020-17,<15yr,21,1283060,2.72785372468941,TESSy COVID-19
Austria,AT,2020-18,<15yr,20,1283060,3.19548579177903,TESSy COVID-19
Austria,AT,2020-19,<15yr,6,1283060,2.02640562405499,TESSy COVID-19
Austria,AT,2020-20,<15yr,26,1283060,2.49403769114461,TESSy COVID-19
Austria,AT,2020-21,<15yr,25,1283060,3.97487257026172,TESSy COVID-19
Austria,AT,2020-22,<15yr,28,1283060,4.13074992595826,TESSy COVID-19
Austria,AT,2020-23,<15yr,33,1283060,4.75425934874441,TESSy COVID-19
Austria,AT,2020-24,<15yr,22,1283060,4.28662728165479,TESSy COVID-19
Austria,AT,2020-25,<15yr,32,1283060,4.20868860380653,TESSy COVID-19
Austria,AT,2020-26,<15yr,42,1283060,5.7674621607719,TESSy COVID-19
Austria,AT,2020-27,<15yr,109,1283060,11.7687403550886,TESSy COVID-19
Austria,AT,2020-28,<15yr,59,1283060,13.0936978785092,TESSy COVID-19
Austria,AT,2020-29,<15yr,95,1283060,12.0025563886334,TESSy COVID-19
Austria,AT,2020-30,<15yr,82,1283060,13.7951459791436,TESSy COVID-19
Austria,AT,2020-31,<15yr,75,1283060,12.2363724221782,TESSy COVID-19
Austria,AT,2020-32,<15yr,53,1283060,9.97615076457843,TESSy COVID-19
Austria,AT,2020-33,<15yr,77,1283060,10.132028120275,TESSy COVID-19
Austria,AT,2020-34,<15yr,130,1283060,16.1333063145917,TESSy COVID-19
Austria,AT,2020-35,<15yr,177,1283060,23.9271740994186,TESSy COVID-19
Austria,AT,2020-36,<15yr,228,1283060,31.5651645285489,TESSy COVID-19
Austria,AT,2020-37,<15yr,387,1283060,47.9322868766854,TESSy COVID-19
Austria,AT,2020-38,<15yr,512,1283060,70.0668713855938,TESSy COVID-19
Austria,AT,2020-39,<15yr,470,1283060,76.5357816470001,TESSy COVID-19
Austria,AT,2020-40,<15yr,615,1283060,84.5634654653719,TESSy COVID-19
Austria,AT,2020-41,<15yr,841,1283060,113.47871494708,TESSy COVID-19
Austria,AT,2020-42,<15yr,985,1283060,142.316025750939,TESSy COVID-19
Austria,AT,2020-43,<15yr,1367,1283060,183.311770299129,TESSy COVID-19
Austria,AT,2020-44,<15yr,1882,1283060,253.222764329026,TESSy COVID-19
Austria,AT,2020-45,<15yr,2038,1283060,305.519617165214,TESSy COVID-19
Austria,AT,2020-46,<15yr,2918,1283060,386.264087416021,TESSy COVID-19
Austria,AT,2020-47,<15yr,2638,1283060,433.027294124983,TESSy COVID-19
Austria,AT,2020-48,<15yr,1876,1283060,351.815191807086,TESSy COVID-19
Austria,AT,2020-49,<15yr,1225,1283060,241.687840007482,TESSy COVID-19
Austria,AT,2020-50,<15yr,1004,1283060,173.725312923792,TESSy COVID-19
Austria,AT,2020-51,<15yr,958,1283060,152.915685938304,TESSy COVID-19
Austria,AT,2020-52,<15yr,874,1283060,142.783657818029,TESSy COVID-19
Austria,AT,2020-53,<15yr,805,1283060,130.859040107244,TESSy COVID-19
Austria,AT,2021-01,<15yr,749,1283060,121.11670537621,TESSy COVID-19
Austria,AT,2021-02,<15yr,518,1283060,98.7483048337568,TESSy COVID-19
Austria,AT,2021-03,<15yr,675,1283060,92.9808426729849,TESSy COVID-19
Austria,AT,2021-04,<15yr,750,1283060,111.062615933783,TESSy COVID-19
Austria,AT,2021-05,<15yr,784,1283060,119.557931819245,TESSy COVID-19
Austria,AT,2021-06,<15yr,969,1283060,136.626502268016,TESSy COVID-19
Austria,AT,2021-07,<15yr,1559,1283060,197.028977600424,TESSy COVID-19
Austria,AT,2021-08,<15yr,2090,1283060,284.398235468334,TESSy COVID-19
Austria,AT,2021-09,<15yr,2478,1283060,356.023880410893,TESSy COVID-19
Austria,AT,2021-10,<15yr,2712,1283060,404.501738032516,TESSy COVID-19
Austria,AT,2021-11,<15yr,2992,1283060,444.562218446526,TESSy COVID-19
Austria,AT,2021-12,<15yr,3123,1283060,476.595015042165,TESSy COVID-19
Austria,AT,2021-13,<15yr,2440,1283060,433.57286486992,TESSy COVID-19
Austria,AT,2021-14,<15yr,2050,1283060,349.944663538728,TESSy COVID-19
Austria,AT,2021-15,<15yr,2560,1283060,359.29730488052,TESSy COVID-19
Austria,AT,2021-16,<15yr,2359,1283060,383.380356335635,TESSy COVID-19
Austria,AT,2021-17,<15yr,2171,1283060,353.062210652659,TESSy COVID-19
Austria,AT,2021-18,<15yr,1599,1283060,293.828815487974,TESSy COVID-19
Austria,AT,2021-19,<15yr,1018,1283060,203.96551992892,TESSy COVID-19
Austria,AT,2021-20,<15yr,765,1283060,138.964662603464,TESSy COVID-19
Austria,AT,2021-21,<15yr,550,1283060,102.489361370474,TESSy COVID-19
Austria,AT,2021-22,<15yr,394,1283060,73.5741118887659,TESSy COVID-19
Austria,AT,2021-23,<15yr,281,1283060,52.6086075475816,TESSy COVID-19
Austria,AT,2021-24,<15yr,171,1283060,35.2282823874176,TESSy COVID-19
Austria,AT,2021-25,<15yr,146,1283060,24.7065608779013,TESSy COVID-19
Austria,AT,2021-26,<15yr,93,1283060,18.6273440057363,TESSy COVID-19
Austria,AT,2021-27,<15yr,106,1283060,15.5097968918055,TESSy COVID-19
Austria,AT,2021-28,<15yr,151,1283060,20.0302402070051,TESSy COVID-19
Austria,AT,2021-29,<15yr,225,1283060,29.3049428709491,TESSy COVID-19
Austria,AT,2021-30,<15yr,263,1283060,38.0340747899553,TESSy COVID-19
Austria,AT,2021-31,<15yr,384,1283060,50.42632456783,TESSy COVID-19
Austria,AT,2021-32,<15yr,806,1283060,92.7470266394401,TESSy COVID-19
Austria,AT,2021-33,<15yr,1192,1283060,155.721478340841,TESSy COVID-19
Austria,AT,2021-34,<15yr,1574,1283060,215.578382928312,TESSy COVID-19
Austria,AT,2021-35,<15yr,2041,1283060,281.748320421492,TESSy COVID-19
Austria,AT,2021-36,<15yr,2830,1283060,379.639299798918,TESSy COVID-19
Austria,AT,2021-37,<15yr,3334,1283060,480.41401025673,TESSy COVID-19
Austria,AT,2021-38,<15yr,2786,1283060,476.984708431406,TESSy COVID-19
Austria,AT,2021-39,<15yr,2978,1283060,449.238539117422,TESSy COVID-19
Austria,AT,2021-40,<15yr,2682,1283060,441.132916621202,TESSy COVID-19
Austria,AT,2021-41,<15yr,2983,1283060,441.522610010444,TESSy COVID-19
Austria,AT,2021-42,<15yr,4792,1283060,605.973220270291,TESSy COVID-19
Austria,AT,2020-01,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-02,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-03,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-04,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-05,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-06,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-07,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-08,15-24yr,,955625,,TESSy COVID-19
Austria,AT,2020-09,15-24yr,4,955625,,TESSy COVID-19
Austria,AT,2020-10,15-24yr,14,955625,1.88358404185742,TESSy COVID-19
Austria,AT,2020-11,15-24yr,103,955625,12.2432962720733,TESSy COVID-19
Austria,AT,2020-12,15-24yr,285,955625,40.6017004578156,TESSy COVID-19
Austria,AT,2020-13,15-24yr,435,955625,75.3433616742969,TESSy COVID-19
Austria,AT,2020-14,15-24yr,308,955625,77.7501635055592,TESSy COVID-19
Austria,AT,2020-15,15-24yr,178,955625,50.8567691301504,TESSy COVID-19
Austria,AT,2020-16,15-24yr,54,955625,24.2773054283846,TESSy COVID-19
Austria,AT,2020-17,15-24yr,38,955625,9.62720732504905,TESSy COVID-19
Austria,AT,2020-18,15-24yr,25,955625,6.59254414650098,TESSy COVID-19
Austria,AT,2020-19,15-24yr,36,955625,6.38325703073905,TESSy COVID-19
Austria,AT,2020-20,15-24yr,40,955625,7.95291039895357,TESSy COVID-19
Austria,AT,2020-21,15-24yr,33,955625,7.63897972531066,TESSy COVID-19
Austria,AT,2020-22,15-24yr,23,955625,5.86003924133421,TESSy COVID-19
Austria,AT,2020-23,15-24yr,31,955625,5.65075212557227,TESSy COVID-19
Austria,AT,2020-24,15-24yr,26,955625,5.96468279921517,TESSy COVID-19
Austria,AT,2020-25,15-24yr,50,955625,7.95291039895357,TESSy COVID-19
Austria,AT,2020-26,15-24yr,55,955625,10.9875735775016,TESSy COVID-19
Austria,AT,2020-27,15-24yr,96,955625,15.8011772400262,TESSy COVID-19
Austria,AT,2020-28,15-24yr,112,955625,21.7658600392413,TESSy COVID-19
Austria,AT,2020-29,15-24yr,128,955625,25.1144538914323,TESSy COVID-19
Austria,AT,2020-30,15-24yr,203,955625,34.6370176586004,TESSy COVID-19
Austria,AT,2020-31,15-24yr,203,955625,42.485284499673,TESSy COVID-19
Austria,AT,2020-32,15-24yr,198,955625,41.9620667102681,TESSy COVID-19
Austria,AT,2020-33,15-24yr,577,955625,81.0987573577502,TESSy COVID-19
Austria,AT,2020-34,15-24yr,662,955625,129.653368214519,TESSy COVID-19
Austria,AT,2020-35,15-24yr,517,955625,123.374754741661,TESSy COVID-19
Austria,AT,2020-36,15-24yr,551,955625,111.759319816874,TESSy COVID-19
Austria,AT,2020-37,15-24yr,963,955625,158.430346631786,TESSy COVID-19
Austria,AT,2020-38,15-24yr,1303,955625,237.122302158273,TESSy COVID-19
Austria,AT,2020-39,15-24yr,919,955625,232.517985611511,TESSy COVID-19
Austria,AT,2020-40,15-24yr,1078,955625,208.973185088293,TESSy COVID-19
Austria,AT,2020-41,15-24yr,1320,955625,250.935251798561,TESSy COVID-19
Austria,AT,2020-42,15-24yr,1649,955625,310.686723348594,TESSy COVID-19
Austria,AT,2020-43,15-24yr,2961,955625,482.406801831262,TESSy COVID-19
Austria,AT,2020-44,15-24yr,4927,955625,825.428384565075,TESSy COVID-19
Austria,AT,2020-45,15-24yr,6648,955625,1211.2491824722,TESSy COVID-19
Austria,AT,2020-46,15-24yr,6315,955625,1356.49444081099,TESSy COVID-19
Austria,AT,2020-47,15-24yr,4786,955625,1161.64813603662,TESSy COVID-19
Austria,AT,2020-48,15-24yr,3799,955625,898.36494440811,TESSy COVID-19
Austria,AT,2020-49,15-24yr,2610,955625,670.660562459124,TESSy COVID-19
Austria,AT,2020-50,15-24yr,2142,955625,497.26618705036,TESSy COVID-19
Austria,AT,2020-51,15-24yr,1679,955625,399.843034663179,TESSy COVID-19
Austria,AT,2020-52,15-24yr,1501,955625,332.766514061478,TESSy COVID-19
Austria,AT,2020-53,15-24yr,1851,955625,350.765206017005,TESSy COVID-19
Austria,AT,2021-01,15-24yr,1920,955625,394.61085676913,TESSy COVID-19
Austria,AT,2021-02,15-24yr,1474,955625,355.160235448005,TESSy COVID-19
Austria,AT,2021-03,15-24yr,1388,955625,299.48986265533,TESSy COVID-19
Austria,AT,2021-04,15-24yr,1185,955625,269.247874427731,TESSy COVID-19
Austria,AT,2021-05,15-24yr,1174,955625,246.854153041203,TESSy COVID-19
Austria,AT,2021-06,15-24yr,1330,955625,262.027468933944,TESSy COVID-19
Austria,AT,2021-07,15-24yr,1613,955625,307.965990843689,TESSy COVID-19
Austria,AT,2021-08,15-24yr,2004,955625,378.495748855461,TESSy COVID-19
Austria,AT,2021-09,15-24yr,2388,955625,459.594506213211,TESSy COVID-19
Austria,AT,2021-10,15-24yr,2807,955625,543.623283191629,TESSy COVID-19
Austria,AT,2021-11,15-24yr,3216,955625,630.26814911707,TESSy COVID-19
Austria,AT,2021-12,15-24yr,3414,955625,693.786788750818,TESSy COVID-19
Austria,AT,2021-13,15-24yr,3163,955625,688.240680183126,TESSy COVID-19
Austria,AT,2021-14,15-24yr,2716,955625,615.199476782211,TESSy COVID-19
Austria,AT,2021-15,15-24yr,2617,955625,558.064094179202,TESSy COVID-19
Austria,AT,2021-16,15-24yr,2303,955625,514.846304774362,TESSy COVID-19
Austria,AT,2021-17,15-24yr,1959,955625,445.990843688685,TESSy COVID-19
Austria,AT,2021-18,15-24yr,1387,955625,350.137344669719,TESSy COVID-19
Austria,AT,2021-19,15-24yr,906,955625,239.94767822106,TESSy COVID-19
Austria,AT,2021-20,15-24yr,728,955625,170.987573577502,TESSy COVID-19
Austria,AT,2021-21,15-24yr,618,955625,140.850228907783,TESSy COVID-19
Austria,AT,2021-22,15-24yr,562,955625,123.479398299542,TESSy COVID-19
Austria,AT,2021-23,15-24yr,388,955625,99.4113799869196,TESSy COVID-19
Austria,AT,2021-24,15-24yr,239,955625,65.6115107913669,TESSy COVID-19
Austria,AT,2021-25,15-24yr,167,955625,42.485284499673,TESSy COVID-19
Austria,AT,2021-26,15-24yr,201,955625,38.5088293001962,TESSy COVID-19
Austria,AT,2021-27,15-24yr,449,955625,68.0183126226292,TESSy COVID-19
Austria,AT,2021-28,15-24yr,954,955625,146.814911706998,TESSy COVID-19
Austria,AT,2021-29,15-24yr,945,955625,198.718116415958,TESSy COVID-19
Austria,AT,2021-30,15-24yr,1239,955625,228.541530412034,TESSy COVID-19
Austria,AT,2021-31,15-24yr,1183,955625,253.446697187704,TESSy COVID-19
Austria,AT,2021-32,15-24yr,1681,955625,299.699149771092,TESSy COVID-19
Austria,AT,2021-33,15-24yr,2092,955625,394.820143884892,TESSy COVID-19
Austria,AT,2021-34,15-24yr,2112,955625,439.921517331589,TESSy COVID-19
Austria,AT,2021-35,15-24yr,2330,955625,464.82668410726,TESSy COVID-19
Austria,AT,2021-36,15-24yr,2837,955625,540.693263570961,TESSy COVID-19
Austria,AT,2021-37,15-24yr,2329,955625,540.58862001308,TESSy COVID-19
Austria,AT,2021-38,15-24yr,1880,955625,440.444735120994,TESSy COVID-19
Austria,AT,2021-39,15-24yr,2019,955625,408.005232177894,TESSy COVID-19
Austria,AT,2021-40,15-24yr,2115,955625,432.596468279922,TESSy COVID-19
Austria,AT,2021-41,15-24yr,2477,955625,480.523217789405,TESSy COVID-19
Austria,AT,2021-42,15-24yr,3398,955625,614.780902550687,TESSy COVID-19
Austria,AT,2020-01,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-02,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-03,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-04,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-05,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-06,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-07,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-08,25-49yr,,3006228,,TESSy COVID-19
Austria,AT,2020-09,25-49yr,5,3006228,,TESSy COVID-19
Austria,AT,2020-10,25-49yr,53,3006228,1.92932804830505,TESSy COVID-19
Austria,AT,2020-11,25-49yr,411,3006228,15.4346243864404,TESSy COVID-19
Austria,AT,2020-12,25-49yr,1204,3006228,53.7218068622872,TESSy COVID-19
Austria,AT,2020-13,25-49yr,1900,3006228,103.252314861015,TESSy COVID-19
Austria,AT,2020-14,25-49yr,1093,3006228,99.5599801478797,TESSy COVID-19
Austria,AT,2020-15,25-49yr,592,3006228,56.0503062309313,TESSy COVID-19
Austria,AT,2020-16,25-49yr,216,3006228,26.8775355694911,TESSy COVID-19
Austria,AT,2020-17,25-49yr,160,3006228,12.5073680372879,TESSy COVID-19
Austria,AT,2020-18,25-49yr,128,3006228,9.58011168813543,TESSy COVID-19
Austria,AT,2020-19,25-49yr,109,3006228,7.88363357669478,TESSy COVID-19
Austria,AT,2020-20,25-49yr,174,3006228,9.41379030466086,TESSy COVID-19
Austria,AT,2020-21,25-49yr,128,3006228,10.0458115618642,TESSy COVID-19
Austria,AT,2020-22,25-49yr,88,3006228,7.18508376610157,TESSy COVID-19
Austria,AT,2020-23,25-49yr,92,3006228,5.98756980508464,TESSy COVID-19
Austria,AT,2020-24,25-49yr,64,3006228,5.18922716440669,TESSy COVID-19
Austria,AT,2020-25,25-49yr,87,3006228,5.02290578093212,TESSy COVID-19
Austria,AT,2020-26,25-49yr,174,3006228,8.68197621737273,TESSy COVID-19
Austria,AT,2020-27,25-49yr,294,3006228,15.5676814932201,TESSy COVID-19
Austria,AT,2020-28,25-49yr,282,3006228,19.1602233762709,TESSy COVID-19
Austria,AT,2020-29,25-49yr,333,3006228,20.4575301673725,TESSy COVID-19
Austria,AT,2020-30,25-49yr,336,3006228,22.2538011088979,TESSy COVID-19
Austria,AT,2020-31,25-49yr,320,3006228,21.821365511864,TESSy COVID-19
Austria,AT,2020-32,25-49yr,299,3006228,20.5905872741522,TESSy COVID-19
Austria,AT,2020-33,25-49yr,570,3006228,28.9066564478809,TESSy COVID-19
Austria,AT,2020-34,25-49yr,832,3006228,46.6365159262704,TESSy COVID-19
Austria,AT,2020-35,25-49yr,849,3006228,55.9172491241516,TESSy COVID-19
Austria,AT,2020-36,25-49yr,983,3006228,60.9401549050837,TESSy COVID-19
Austria,AT,2020-37,25-49yr,1710,3006228,89.5806971394053,TESSy COVID-19
Austria,AT,2020-38,25-49yr,2194,3006228,129.863736216947,TESSy COVID-19
Austria,AT,2020-39,25-49yr,1969,3006228,138.47918388093,TESSy COVID-19
Austria,AT,2020-40,25-49yr,2325,3006228,142.836804127964,TESSy COVID-19
Austria,AT,2020-41,25-49yr,2868,3006228,172.741388876692,TESSy COVID-19
Austria,AT,2020-42,25-49yr,3798,3006228,221.739668448301,TESSy COVID-19
Austria,AT,2020-43,25-49yr,7203,3006228,365.940307920757,TESSy COVID-19
Austria,AT,2020-44,25-49yr,12662,3006228,660.79485654448,TESSy COVID-19
Austria,AT,2020-45,25-49yr,18166,3006228,1025.47112195083,TESSy COVID-19
Austria,AT,2020-46,25-49yr,18982,3006228,1235.70135066269,TESSy COVID-19
Austria,AT,2020-47,25-49yr,16263,3006228,1172.39943211227,TESSy COVID-19
Austria,AT,2020-48,25-49yr,12372,3006228,952.522563158882,TESSy COVID-19
Austria,AT,2020-49,25-49yr,8977,3006228,710.159043159734,TESSy COVID-19
Austria,AT,2020-50,25-49yr,6949,3006228,529.766870643211,TESSy COVID-19
Austria,AT,2020-51,25-49yr,5524,3006228,414.905323215671,TESSy COVID-19
Austria,AT,2020-52,25-49yr,5099,3006228,353.366411330079,TESSy COVID-19
Austria,AT,2020-53,25-49yr,5730,3006228,360.218852329231,TESSy COVID-19
Austria,AT,2021-01,25-49yr,5522,3006228,374.28964137118,TESSy COVID-19
Austria,AT,2021-02,25-49yr,4112,3006228,320.468041678808,TESSy COVID-19
Austria,AT,2021-03,25-49yr,3887,3006228,266.080949282623,TESSy COVID-19
Austria,AT,2021-04,25-49yr,3642,3006228,250.446739236013,TESSy COVID-19
Austria,AT,2021-05,25-49yr,3585,3006228,240.400927674149,TESSy COVID-19
Austria,AT,2021-06,25-49yr,3702,3006228,242.396784275843,TESSy COVID-19
Austria,AT,2021-07,25-49yr,4562,3006228,274.895982606775,TESSy COVID-19
Austria,AT,2021-08,25-49yr,5609,3006228,338.330958263977,TESSy COVID-19
Austria,AT,2021-09,25-49yr,6420,3006228,400.135984363129,TESSy COVID-19
Austria,AT,2021-10,25-49yr,7144,3006228,451.196649089823,TESSy COVID-19
Austria,AT,2021-11,25-49yr,8345,3006228,515.230381727534,TESSy COVID-19
Austria,AT,2021-12,25-49yr,8757,3006228,568.885660036431,TESSy COVID-19
Austria,AT,2021-13,25-49yr,8431,3006228,571.746387832194,TESSy COVID-19
Austria,AT,2021-14,25-49yr,7180,3006228,519.288623484313,TESSy COVID-19
Austria,AT,2021-15,25-49yr,6647,3006228,459.945153860585,TESSy COVID-19
Austria,AT,2021-16,25-49yr,6122,3006228,424.751549117366,TESSy COVID-19
Austria,AT,2021-17,25-49yr,5030,3006228,370.963213701689,TESSy COVID-19
Austria,AT,2021-18,25-49yr,3550,3006228,285.407494042368,TESSy COVID-19
Austria,AT,2021-19,25-49yr,2300,3006228,194.596018665251,TESSy COVID-19
Austria,AT,2021-20,25-49yr,1676,3006228,132.258764138981,TESSy COVID-19
Austria,AT,2021-21,25-49yr,1226,3006228,96.5329309686424,TESSy COVID-19
Austria,AT,2021-22,25-49yr,964,3006228,72.8487659618632,TESSy COVID-19
Austria,AT,2021-23,25-49yr,686,3006228,54.8860565466092,TESSy COVID-19
Austria,AT,2021-24,25-49yr,408,3006228,36.3911187042367,TESSy COVID-19
Austria,AT,2021-25,25-49yr,263,3006228,22.3203296622878,TESSy COVID-19
Austria,AT,2021-26,25-49yr,241,3006228,16.765195454237,TESSy COVID-19
Austria,AT,2021-27,25-49yr,396,3006228,21.1893442546607,TESSy COVID-19
Austria,AT,2021-28,25-49yr,819,3006228,40.4160961843214,TESSy COVID-19
Austria,AT,2021-29,25-49yr,1012,3006228,60.9068906283888,TESSy COVID-19
Austria,AT,2021-30,25-49yr,1330,3006228,77.9049360194902,TESSy COVID-19
Austria,AT,2021-31,25-49yr,1545,3006228,95.6347954978797,TESSy COVID-19
Austria,AT,2021-32,25-49yr,2490,3006228,134.221356463981,TESSy COVID-19
Austria,AT,2021-33,25-49yr,3435,3006228,197.09083941737,TESSy COVID-19
Austria,AT,2021-34,25-49yr,4094,3006228,250.446739236013,TESSy COVID-19
Austria,AT,2021-35,25-49yr,4687,3006228,292.093613658046,TESSy COVID-19
Austria,AT,2021-36,25-49yr,5522,3006228,339.595000778384,TESSy COVID-19
Austria,AT,2021-37,25-49yr,5251,3006228,358.356052834316,TESSy COVID-19
Austria,AT,2021-38,25-49yr,4519,3006228,324.991983309317,TESSy COVID-19
Austria,AT,2021-39,25-49yr,4857,3006228,311.88585829152,TESSy COVID-19
Austria,AT,2021-40,25-49yr,4912,3006228,324.958719032622,TESSy COVID-19
Austria,AT,2021-41,25-49yr,5721,3006228,353.699054097028,TESSy COVID-19
Austria,AT,2021-42,25-49yr,8632,3006228,477.442163402111,TESSy COVID-19
Austria,AT,2020-01,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-02,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-03,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-04,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-05,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-06,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-07,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-08,50-64yr,,1962524,,TESSy COVID-19
Austria,AT,2020-09,50-64yr,2,1962524,,TESSy COVID-19
Austria,AT,2020-10,50-64yr,22,1962524,1.22291498091234,TESSy COVID-19
Austria,AT,2020-11,50-64yr,235,1962524,13.0953812539363,TESSy COVID-19
Austria,AT,2020-12,50-64yr,933,1962524,59.5151957377337,TESSy COVID-19
Austria,AT,2020-13,50-64yr,1533,1962524,125.654514288743,TESSy COVID-19
Austria,AT,2020-14,50-64yr,847,1962524,121.272402273807,TESSy COVID-19
Austria,AT,2020-15,50-64yr,523,1962524,69.8080634937458,TESSy COVID-19
Austria,AT,2020-16,50-64yr,136,1962524,33.5792071842179,TESSy COVID-19
Austria,AT,2020-17,50-64yr,94,1962524,11.7196019004099,TESSy COVID-19
Austria,AT,2020-18,50-64yr,57,1962524,7.69417342157344,TESSy COVID-19
Austria,AT,2020-19,50-64yr,65,1962524,6.21648448630437,TESSy COVID-19
Austria,AT,2020-20,50-64yr,70,1962524,6.87889676763189,TESSy COVID-19
Austria,AT,2020-21,50-64yr,48,1962524,6.01266532281898,TESSy COVID-19
Austria,AT,2020-22,50-64yr,42,1962524,4.58593117842126,TESSy COVID-19
Austria,AT,2020-23,50-64yr,46,1962524,4.48402159667856,TESSy COVID-19
Austria,AT,2020-24,50-64yr,31,1962524,3.92351889709374,TESSy COVID-19
Austria,AT,2020-25,50-64yr,50,1962524,4.12733806057913,TESSy COVID-19
Austria,AT,2020-26,50-64yr,45,1962524,4.84070513277799,TESSy COVID-19
Austria,AT,2020-27,50-64yr,106,1962524,7.69417342157344,TESSy COVID-19
Austria,AT,2020-28,50-64yr,89,1962524,9.93618421991273,TESSy COVID-19
Austria,AT,2020-29,50-64yr,159,1962524,12.6367881360941,TESSy COVID-19
Austria,AT,2020-30,50-64yr,153,1962524,15.8978947518604,TESSy COVID-19
Austria,AT,2020-31,50-64yr,131,1962524,14.4711606074626,TESSy COVID-19
Austria,AT,2020-32,50-64yr,127,1962524,13.1463360448076,TESSy COVID-19
Austria,AT,2020-33,50-64yr,152,1962524,14.2163866531059,TESSy COVID-19
Austria,AT,2020-34,50-64yr,211,1962524,18.4965890862991,TESSy COVID-19
Austria,AT,2020-35,50-64yr,285,1962524,25.2735762721883,TESSy COVID-19
Austria,AT,2020-36,50-64yr,385,1962524,34.1397098838027,TESSy COVID-19
Austria,AT,2020-37,50-64yr,645,1962524,52.4834345974877,TESSy COVID-19
Austria,AT,2020-38,50-64yr,828,1962524,75.0564069534946,TESSy COVID-19
Austria,AT,2020-39,50-64yr,815,1962524,83.7187214016236,TESSy COVID-19
Austria,AT,2020-40,50-64yr,1059,1962524,95.4892780929049,TESSy COVID-19
Austria,AT,2020-41,50-64yr,1480,1962524,129.374214022351,TESSy COVID-19
Austria,AT,2020-42,50-64yr,2125,1962524,183.692021091207,TESSy COVID-19
Austria,AT,2020-43,50-64yr,4010,1962524,312.607641995716,TESSy COVID-19
Austria,AT,2020-44,50-64yr,7432,1962524,583.024717149956,TESSy COVID-19
Austria,AT,2020-45,50-64yr,11007,1962524,939.555388876773,TESSy COVID-19
Austria,AT,2020-46,50-64yr,11849,1962524,1164.62270015551,TESSy COVID-19
Austria,AT,2020-47,50-64yr,9884,1962524,1107.40047000699,TESSy COVID-19
Austria,AT,2020-48,50-64yr,7376,1962524,879.479690439455,TESSy COVID-19
Austria,AT,2020-49,50-64yr,5459,1962524,654.004740833743,TESSy COVID-19
Austria,AT,2020-50,50-64yr,4545,1962524,509.751727876959,TESSy COVID-19
Austria,AT,2020-51,50-64yr,3338,1962524,401.676616438831,TESSy COVID-19
Austria,AT,2020-52,50-64yr,3182,1962524,332.225236481184,TESSy COVID-19
Austria,AT,2020-53,50-64yr,3492,1962524,340.072274275372,TESSy COVID-19
Austria,AT,2021-01,50-64yr,3463,1962524,354.390570510221,TESSy COVID-19
Austria,AT,2021-02,50-64yr,2538,1962524,305.779700018955,TESSy COVID-19
Austria,AT,2021-03,50-64yr,2347,1962524,248.914153406532,TESSy COVID-19
Austria,AT,2021-04,50-64yr,2217,1962524,232.557665536829,TESSy COVID-19
Austria,AT,2021-05,50-64yr,2125,1962524,221.24570196339,TESSy COVID-19
Austria,AT,2021-06,50-64yr,2172,1962524,218.952736374179,TESSy COVID-19
